ID,Ticker,DateKey,AccountsPayable,AccountsReceivable,Addlincomeexpenseitems,AfterTaxROE,CapitalExpenditures,CapitalSurplus,CashRatio,CashandCashEquivalents,ChangesinInventories,CommonStocks,CostofRevenue,CurrentRatio,DeferredAssetCharges,DeferredLiabilityCharges,Depreciation,EarningsBeforeInterestandTax,EarningsBeforeTax,EffectofExchangeRate,EquityEarningsLossUnconsolidatedSubsidiary,FixedAssets,Goodwill,GrossMargin,GrossProfit,IncomeTax,IntangibleAssets,InterestExpense,Inventory,Investments,Liabilities,LongTermDebt,LongTermInvestments,MinorityInterest,MiscStocks,NetBorrowings,NetCashFlow,NetCashFlowOperating,NetCashFlowsFinancing,NetCashFlowsInvesting,NetIncome,NetIncomeAdjustments,NetIncomeApplicabletoCommonShareholders,NetIncomeContOperations,NetReceivables,NonRecurringItems,OperatingIncome,OperatingMargin,OtherAssets,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquity,OtherFinancingActivities,OtherInvestingActivities,OtherLiabilities,OtherOperatingActivities,OtherOperatingItems,PreTaxMargin,PreTaxROE,ProfitMargin,QuickRatio,ResearchandDevelopment,RetainedEarnings,SaleandPurchaseofStock,SalesGeneralandAdmin.,ShortTermDebtCurrentPortionofLongTermDebt,ShortTermInvestments,TotalAssets,TotalCurrentAssets,TotalCurrentLiabilities,TotalEquity,TotalLiabilities,TotalLiabilitiesEquity,TotalRevenue,TreasuryStock,ForYear,EarningsPerShare,EstimatedSharesOutstanding,Fund_ID,Broker_ID
1070,MLM,31-12-2015,266606000.0,12309000,10672000,7,-318232000,3287827000.0,46.0,168409000.0,-21525000,643000.0,2817803000.0,295.0,0,583459000,263587000,490088000,413801000,0,0,3156000000.0,2068235000.0,20,721767000.0,124863000,510552000.0,76287000,469141000,1808000.0,-40053000,1553649000.0,0.0,2893000,0,-11268000,59758000,573151000.0,-601939000.0,88546000.0,288792000,106935000,288792000,288938000,410921000,8464000,479416000,14,144777000.0,33697000,81339000.0,-105622000,0,404970000,397256000.0,-37040000,0,12,10,8,167.0,0,874436000.0,-482884000,233887000,19246000.0,0.0,6961732000.0,1082168000.0,367191000,4057284000.0,2904448000.0,6961732000.0,3539570000.0,0.0,2015.0,4.31,67005104.41,78,28
1071,MMC,31-12-2012,3304000000.0,-144000000,48000000,18,-320000000,1107000000.0,,2301000000.0,0,561000000.0,0.0,,1633000000,0,349000000,1877000000,1696000000,82000000,0,809000000.0,0.0,100,11924000000.0,492000000,7261000000.0,181000000,0,20000000.0,-292000000,2918000000.0,0.0,64000000,0,-11000000,188000000,1322000000.0,-633000000.0,-583000000.0,1176000000,236000000,1176000000,1204000000,3058000000,0,1829000000,15,1226000000.0,0,0.0,-3307000000,-30000000,-283000000,3460000000.0,-28000000,2961000000,14,26,10,,0,8628000000.0,-79000000,7134000000,260000000.0,0.0,16288000000.0,0.0,0,6542000000.0,9746000000.0,16288000000.0,11924000000.0,-447000000.0,2012.0,2.16,544444444.4,95,45
1072,MMC,31-12-2013,3475000000.0,-245000000,63000000,17,-401000000,1028000000.0,,2303000000.0,0,561000000.0,0.0,,1108000000,0,358000000,2140000000,1973000000,-59000000,0,828000000.0,0.0,100,12261000000.0,594000000,7365000000.0,167000000,0,93000000.0,-283000000,2955000000.0,0.0,70000000,0,287000000,2000000,1341000000.0,-834000000.0,-446000000.0,1357000000,298000000,1357000000,1379000000,3310000000,0,2077000000,17,2066000000.0,0,0.0,-2621000000,-283000000,-138000000,2575000000.0,-172000000,2958000000,16,25,11,,0,9452000000.0,-277000000,7226000000,334000000.0,0.0,16980000000.0,0.0,0,7905000000.0,9075000000.0,16980000000.0,12261000000.0,-515000000.0,2013.0,2.47,549392712.6,59,9
1073,MMC,31-12-2014,3666000000.0,-58000000,-79000000,21,-368000000,930000000.0,,1958000000.0,0,561000000.0,0.0,,1358000000,0,388000000,2222000000,2057000000,-274000000,0,809000000.0,7241000000.0,100,12951000000.0,586000000,692000000.0,165000000,0,-298000000.0,-103000000,3379000000.0,0.0,79000000,0,1055000000,-345000000,2119000000.0,-968000000.0,-1222000000.0,1465000000,301000000,1465000000,1471000000,3377000000,0,2301000000,18,2358000000.0,0,0.0,-3847000000,-820000000,-556000000,3615000000.0,94000000,3135000000,16,29,11,,0,10335000000.0,-601000000,7515000000,11000000.0,0.0,17793000000.0,0.0,0,7054000000.0,10739000000.0,17793000000.0,12951000000.0,-925000000.0,2014.0,2.69,544609665.4,44,44
1074,MMC,31-12-2015,3696000000.0,-52000000,51000000,25,-325000000,861000000.0,,1374000000.0,0,561000000.0,0.0,,1138000000,0,423000000,2470000000,2307000000,-301000000,0,773000000.0,7889000000.0,100,12893000000.0,671000000,1036000000.0,163000000,0,-65000000.0,-408000000,4414000000.0,0.0,89000000,0,1030000000,-584000000,1888000000.0,-906000000.0,-1265000000.0,1599000000,226000000,1599000000,1636000000,3471000000,0,2419000000,19,2535000000.0,0,0.0,-4220000000,-49000000,-875000000,3504000000.0,63000000,3140000000,18,35,12,,0,11302000000.0,-1225000000,7334000000,12000000.0,0.0,18216000000.0,0.0,0,6513000000.0,11703000000.0,18216000000.0,12893000000.0,-1991000000.0,2015.0,3.01,531229235.9,18,18
1075,MMM,31-12-2013,2924000000.0,-337000000,41000000,27,-1665000000,4375000000.0,45.0,2581000000.0,-86000000,9000000.0,16106000000.0,170.0,0,0,1371000000,6707000000,6562000000,-17000000,0,8652000000.0,7345000000.0,48,14765000000.0,1841000000,1688000000.0,145000000,3864000000,627000000.0,222000000,4326000000.0,1575000000.0,446000000,0,-37000000,-302000000,5817000000.0,-5246000000.0,-856000000.0,4659000000,52000000,4659000000,4659000000,4253000000,0,6666000000,22,1557000000.0,1279000000,2891000000.0,-3913000000,32000000,182000000,3778000000.0,-126000000,0,21,37,15,118.0,1715000000,32416000000.0,-3603000000,6384000000,1683000000.0,756000000.0,33550000000.0,12733000000.0,7498000000,17502000000.0,16048000000.0,33550000000.0,30871000000.0,-15385000000.0,2013.0,6.83,682137628.1,67,17
1076,MMM,31-12-2014,2974000000.0,-268000000,33000000,38,-1493000000,4379000000.0,56.0,1897000000.0,-113000000,9000000.0,16447000000.0,206.0,0,0,1408000000,7168000000,7026000000,-111000000,0,8489000000.0,7050000000.0,48,15374000000.0,2028000000,1435000000.0,142000000,3706000000,754000000.0,281000000,6705000000.0,117000000.0,33000000,0,1010000000,-684000000,6626000000.0,-6603000000.0,-596000000.0,4956000000,143000000,4956000000,4956000000,4238000000,0,7135000000,22,1815000000.0,1023000000,2884000000.0,-6289000000,-19000000,143000000,5398000000.0,177000000,0,22,54,16,144.0,1770000000,34317000000.0,-5545000000,6469000000,106000000.0,1439000000.0,31209000000.0,12303000000.0,5964000000,13109000000.0,18100000000.0,31209000000.0,31821000000.0,-19307000000.0,2014.0,7.63,649541284.4,13,13
1077,MMM,31-12-2015,2670000000.0,-58000000,26000000,42,-1461000000,4791000000.0,27.0,1798000000.0,3000000,9000000.0,15383000000.0,154.0,0,0,1435000000,6972000000,6823000000,-54000000,0,8515000000.0,9249000000.0,49,14891000000.0,1982000000,2601000000.0,149000000,3518000000,1300000000.0,-735000000,8753000000.0,126000000.0,39000000,0,3482000000,-99000000,6420000000.0,-3648000000.0,-2817000000.0,4833000000,806000000,4833000000,4833000000,4154000000,0,6946000000,23,1406000000.0,1398000000,2404000000.0,-6359000000,-120000000,-2656000000,5544000000.0,128000000,0,23,60,16,105.0,1763000000,36296000000.0,-4603000000,6182000000,2044000000.0,118000000.0,32883000000.0,10986000000.0,7118000000,11429000000.0,21454000000.0,32883000000.0,30274000000.0,-23308000000.0,2015.0,7.72,626036269.4,65,15
1079,MNST,31-12-2012,275850000.0,-17779000,787000,53,-42935000,287953000.0,111.0,222514000.0,-47568000,1019000.0,995046000.0,289.0,59503000,110383000,20562000,549154000,549154000,2733000,0,69137000.0,0.0,52,1065656000.0,209134000,54648000.0,0,203106000,320420000.0,24638000,0.0,21393000.0,0,0,-2076000,-136817000,287676000.0,-699075000.0,271849000.0,340020000,5536000,340020000,340020000,253714000,0,550623000,27,3576000.0,58692000,12695000.0,2074000,0,-5636000,0.0,-37733000,0,27,85,17,219.0,0,1508664000.0,-716655000,0,0.0,97042000.0,1043325000.0,835068000.0,288545000,644397000.0,398928000.0,1043325000.0,2060702000.0,-1155313000.0,2012.0,,,3,3
1080,MNST,31-12-2013,302182000.0,-50283000,-9022000,34,-40762000,368069000.0,194.0,211349000.0,-21552000,1030000.0,1073497000.0,374.0,63611000,112216000,22762000,563894000,563894000,4496000,0,88143000.0,0.0,52,1172931000.0,225233000,65774000.0,0,221449000,-292533000.0,43805000,0.0,9792000.0,0,0,-1887000,-11165000,342033000.0,-17886000.0,-339808000.0,338661000,-10867000,338661000,338661000,317104000,0,572916000,26,10146000.0,30894000,13832000.0,-1233000,0,-6513000,0.0,19507000,0,25,57,15,304.0,0,1847325000.0,-46347000,0,0.0,402247000.0,1420509000.0,1183043000.0,316014000,992279000.0,428230000.0,1420509000.0,2246428000.0,-1222912000.0,2013.0,,,50,50
1081,MNST,31-12-2014,305790000.0,-9710000,-1717000,32,-27952000,426145000.0,324.0,370323000.0,42763000,1035000.0,1125057000.0,465.0,94381000,68009000,25651000,745788000,745788000,-5488000,0,90156000.0,0.0,54,1339810000.0,262603000,50748000.0,0,174573000,-411233000.0,36218000,0.0,42940000.0,0,0,-1619000,158974000,585567000.0,19298000.0,-440403000.0,483185000,6415000,483185000,483185000,280755000,0,747505000,30,7496000.0,46369000,49926000.0,-11453000,0,-1218000,0.0,1045000,0,30,49,20,416.0,0,2330510000.0,8993000,0,0.0,781134000.0,1938875000.0,1653154000.0,355716000,1515150000.0,423725000.0,1938875000.0,2464867000.0,-1231087000.0,2014.0,,,56,6
1082,MNST,31-12-2015,481918000.0,-76731000,159365000,11,-35605000,3991857000.0,568.0,2175417000.0,-7068000,1035000.0,1090263000.0,697.0,261310000,351590000,30860000,891548000,891548000,-5306000,0,97354000.0,1279715000.0,60,1632301000.0,344815000,427986000.0,0,156121000,64365000.0,463703000,0.0,15348000.0,0,0,-1083000,1805094000,207986000.0,1202348000.0,400066000.0,546733000,-745719000,546733000,546733000,477955000,0,893653000,33,10874000.0,28499000,32271000.0,-21878000,0,173298000,0.0,-3792000,0,33,19,20,666.0,0,1394863000.0,888694000,0,0.0,744610000.0,5675189000.0,3582602000.0,514189000,4809410000.0,865779000.0,5675189000.0,2722564000.0,-556467000.0,2015.0,,,45,45
1083,MO,31-12-2012,6800000000.0,202000000,-874000000,132,-124000000,5688000000.0,35.0,2900000000.0,33000000,935000000.0,15055000000.0,76.0,0,6652000000,225000000,7603000000,6477000000,0,1224000000,2102000000.0,5174000000.0,39,9563000000.0,2294000000,12078000000.0,1126000000,1746000000,0.0,594000000,12419000000.0,9218000000.0,2000000,34000000,187000000,-370000000,3885000000.0,-5175000000.0,920000000.0,4180000000,-1333000000,4180000000,4530000000,1409000000,61000000,7253000000,29,442000000.0,260000000,0.0,-2040000000,-858000000,1044000000,4795000000.0,-19000000,0,26,204,17,55.0,0,24316000000.0,-1082000000,2249000000,1459000000.0,0.0,35329000000.0,6315000000.0,8259000000,3168000000.0,32161000000.0,35329000000.0,24618000000.0,-25731000000.0,2012.0,2.06,2029126214.0,42,42
1084,MO,31-12-2013,6533000000.0,78000000,-1084000000,110,-131000000,5714000000.0,45.0,3175000000.0,-133000000,935000000.0,14009000000.0,93.0,0,6854000000,212000000,7991000000,6942000000,0,991000000,2028000000.0,5174000000.0,43,10457000000.0,2407000000,12058000000.0,1049000000,1879000000,0.0,-719000000,13992000000.0,8452000000.0,-1000000,35000000,620000000,275000000,4375000000.0,-4702000000.0,602000000.0,4535000000,446000000,4535000000,4442000000,1215000000,11000000,8084000000,33,557000000.0,321000000,0.0,-1378000000,-1076000000,733000000,2802000000.0,-44000000,0,28,169,19,67.0,0,25168000000.0,-634000000,2362000000,525000000.0,0.0,34859000000.0,6590000000.0,7058000000,4119000000.0,30740000000.0,34859000000.0,24466000000.0,-26320000000.0,2013.0,2.26,2006637168.0,33,33
1085,MO,31-12-2014,6673000000.0,-8000000,-44000000,168,-163000000,5735000000.0,43.0,3321000000.0,-184000000,935000000.0,14362000000.0,90.0,0,6088000000,208000000,8582000000,7774000000,0,1006000000,1983000000.0,5285000000.0,41,10160000000.0,2704000000,12049000000.0,808000000,2040000000,0.0,4000000,13693000000.0,7797000000.0,-4000000,35000000,174000000,146000000,4663000000.0,-4694000000.0,177000000.0,5070000000,-635000000,5070000000,6032000000,1267000000,-1000000,7620000000,31,483000000.0,250000000,0.0,-2682000000,-37000000,340000000,3976000000.0,208000000,0,32,258,21,63.0,0,26277000000.0,-939000000,2541000000,1000000000.0,0.0,34475000000.0,6878000000.0,7673000000,3014000000.0,31461000000.0,34475000000.0,24522000000.0,-27251000000.0,2014.0,2.56,1980468750.0,30,30
1086,MO,31-12-2015,7074000000.0,3000000,-223000000,182,-229000000,5813000000.0,33.0,2369000000.0,-33000000,935000000.0,14320000000.0,86.0,0,5663000000,225000000,8895000000,8078000000,0,757000000,1982000000.0,5285000000.0,44,11114000000.0,2835000000,12028000000.0,817000000,2031000000,-132000000.0,356000000,12915000000.0,6722000000.0,-7000000,37000000,-1793000000,-952000000,5810000000.0,-6747000000.0,-15000000.0,5241000000,-166000000,5241000000,5770000000,1299000000,4000000,8361000000,33,432000000.0,387000000,0.0,-3280000000,-221000000,346000000,3969000000.0,182000000,0,32,280,21,57.0,0,27257000000.0,-554000000,2749000000,4000000.0,0.0,32535000000.0,6086000000.0,7078000000,2880000000.0,29655000000.0,32535000000.0,25434000000.0,-27845000000.0,2015.0,2.67,1962921348.0,48,48
1089,MON,31-08-2015,3950000000.0,68000000,71000000,33,-967000000,11464000000.0,72.0,3701000000.0,-425000000,6000000.0,6819000000.0,205.0,277000000,387000000,716000000,3594000000,3161000000,-325000000,0,4973000000.0,4061000000.0,55,8182000000.0,864000000,1332000000.0,433000000,3496000000,4000000.0,457000000,8429000000.0,42000000.0,15000000,0,1238000000,1334000000,3108000000.0,-430000000.0,-1019000000.0,2314000000,240000000,2314000000,2286000000,3182000000,393000000,3523000000,23,610000000.0,199000000,540000000.0,-2801000000,-36000000,-56000000,922000000.0,-273000000,0,21,45,15,138.0,1580000000,10374000000.0,-698000000,2686000000,687000000.0,47000000.0,21920000000.0,10625000000.0,5177000000,6990000000.0,14930000000.0,21920000000.0,15001000000.0,-12053000000.0,2015.0,4.85,477113402.1,32,32
1090,MON,31-08-2016,4224000000.0,-498000000,52000000,29,-923000000,11626000000.0,26.0,1676000000.0,181000000,6000000.0,6485000000.0,121.0,613000000,103000000,727000000,2427000000,1991000000,-7000000,0,5231000000.0,4020000000.0,52,7017000000.0,695000000,1125000000.0,436000000,3241000000,130000000.0,312000000,7453000000.0,101000000.0,11000000,0,156000000,-2025000000,2588000000.0,-3742000000.0,-864000000.0,1336000000,506000000,1336000000,1319000000,2681000000,297000000,2375000000,18,489000000.0,499000000,795000000.0,-2808000000,-24000000,-71000000,906000000.0,47000000,0,15,44,10,73.0,1512000000,10763000000.0,-2920000000,2833000000,1710000000.0,60000000.0,19736000000.0,8157000000.0,6729000000,4534000000.0,15202000000.0,19736000000.0,13502000000.0,-15053000000.0,2016.0,3.02,442384106.0,65,15
1091,MOS,31-05-2013,1695300000.0,-296700000,-13900000,14,-1588300000,1491300000.0,209.0,3697100000.0,-315500000,4300000.0,7213900000.0,390.0,212700000,961400000,638100000,2214500000,2214500000,-13800000,18300000,8486800000.0,1844600000.0,28,2760200000.0,341000000,0.0,0,1557300000,-15000000.0,-324000000,1009600000.0,431500000.0,17500000,0,26400000,-113900000,1880500000.0,-390800000.0,-1589800000.0,1888700000,289500000,1888700000,1888700000,1091400000,0,2209600000,22,229900000.0,534700000,0.0,326400000,9400000,13500000,907200000.0,-2700000,0,22,16,19,302.0,0,11603400000.0,0,550600000,69600000.0,0.0,18086000000.0,6880500000.0,1764900000,13425400000.0,4660600000.0,18086000000.0,9974100000.0,0.0,2013.0,4.44,425382882.9,37,37
1092,MOS,31-12-2014,1542200000.0,-226500000,29500000,10,-929100000,4200000.0,149.0,2374600000.0,-129700000,3700000.0,7129200000.0,327.0,543100000,987700000,842000000,1324900000,1217300000,-133100000,-2200000,9313900000.0,1806500000.0,21,1926600000.0,184700000,0.0,107600000,1718300000,-154600000.0,28100000,3778000000.0,849800000.0,17500000,0,789700000,-2918500000,2122100000.0,-2168400000.0,-2739100000.0,1028600000,120100000,1028600000,1028600000,754400000,125400000,1311800000,14,554200000.0,368200000,0.0,-473700000,179700000,-1655400000,1200000000.0,457700000,0,13,11,11,219.0,0,11168900000.0,-2755300000,505800000,54500000.0,0.0,18283000000.0,5215500000.0,1596700000,10703100000.0,7579900000.0,18283000000.0,9055800000.0,0.0,2014.0,2.69,382379182.2,66,16
1093,MOS,31-12-2015,1979800000.0,-60700000,-77700000,10,-1000300000,6400000.0,62.0,1276300000.0,-53700000,3500000.0,7177400000.0,202.0,691900000,977400000,772200000,1201100000,1103300000,-264100000,-2400000,8721000000.0,1595300000.0,19,1717900000.0,99100000,0.0,97800000,1563500000,-172700000.0,263800000,3769500000.0,980500000.0,33200000,0,-42400000,-1098300000,1807600000.0,-893400000.0,-1748400000.0,1000400000,197500000,1000400000,1000400000,675000000,0,1278800000,14,1257400000.0,628600000,0.0,-1492900000,243200000,-575400000,1030600000.0,-313300000,0,12,12,11,126.0,0,11014800000.0,-709500000,439100000,67200000.0,0.0,17389500000.0,4143400000.0,2047000000,9531800000.0,7857700000.0,17389500000.0,8895300000.0,0.0,2015.0,2.79,358566308.2,4,4
1096,MPC,31-12-2013,9526000000.0,-940000000,58000000,19,-1206000000,9768000000.0,23.0,2292000000.0,-305000000,4000000.0,87758000000.0,130.0,0,3085000000,1220000000,3246000000,3246000000,0,36000000,13921000000.0,938000000.0,12,12402000000.0,1113000000,0.0,0,4689000000,-1589000000.0,1464000000,3373000000.0,463000000.0,412000000,0,-25000000,-2568000000,3405000000.0,-3217000000.0,-2756000000.0,2112000000,-146000000,2112000000,2148000000,5559000000,0,3331000000,3,326000000.0,197000000,275000000.0,-204000000,58000000,39000000,771000000.0,-21000000,1220000000,3,30,2,82.0,0,5507000000.0,-2745000000,7851000000,23000000.0,0.0,28385000000.0,12737000000.0,9824000000,10920000000.0,17465000000.0,28385000000.0,100000000000.0,-4155000000.0,2013.0,6.69,315695067.3,7,7
1097,MPC,31-12-2014,8198000000.0,1642000000,132000000,23,-1480000000,9841000000.0,17.0,1494000000.0,-786000000,7000000.0,84275000000.0,132.0,0,2782000000,1326000000,3835000000,3835000000,0,153000000,16261000000.0,1566000000.0,14,13542000000.0,1280000000,0.0,0,5642000000,-3225000000.0,-1547000000,6575000000.0,865000000.0,639000000,0,3223000000,-798000000,3110000000.0,635000000.0,-4543000000.0,2524000000,-98000000,2524000000,2677000000,4058000000,0,3766000000,4,394000000.0,145000000,354000000.0,-313000000,-153000000,162000000,1099000000.0,18000000,1326000000,4,36,3,66.0,0,7515000000.0,-1884000000,8450000000,27000000.0,0.0,30425000000.0,11339000000.0,8579000000,10751000000.0,19674000000.0,30425000000.0,97817000000.0,-6299000000.0,2014.0,8.84,285520362.0,26,26
1098,MPC,31-12-2015,5890000000.0,1292000000,119000000,22,-1998000000,11071000000.0,18.0,1127000000.0,80000000,7000000.0,55891000000.0,149.0,0,4020000000,1646000000,4374000000,4374000000,0,88000000,25164000000.0,4019000000.0,22,16160000000.0,1506000000,0.0,0,5225000000,-1545000000.0,-2400000000,11896000000.0,3622000000.0,6438000000,0,746000000,-367000000,4061000000.0,-987000000.0,-3441000000.0,2852000000,606000000,2852000000,2940000000,2927000000,0,4485000000,6,839000000.0,192000000,426000000.0,-318000000,-148000000,102000000,1179000000.0,-31000000,1646000000,6,33,4,67.0,0,9752000000.0,-932000000,10029000000,29000000.0,0.0,43115000000.0,9471000000.0,6345000000,13237000000.0,29878000000.0,43115000000.0,72051000000.0,-7275000000.0,2015.0,5.29,539130434.8,37,37
1099,MRK,31-12-2012,14033000000.0,349000000,-1116000000,12,-1954000000,40646000000.0,88.0,13451000000.0,-482000000,1788000000.0,16446000000.0,190.0,0,5740000000,6978000000,8739000000,8739000000,-30000000,642000000,16030000000.0,12134000000.0,65,30821000000.0,2440000000,29083000000.0,0,6535000000,-5019000000.0,-2800000000,16254000000.0,7305000000.0,2443000000,0,3164000000,-80000000,10022000000.0,-3267000000.0,-6805000000.0,6168000000,881000000,6168000000,6810000000,12181000000,664000000,9213000000,19,6723000000.0,0,0.0,-4682000000,86000000,168000000,10327000000.0,-1203000000,0,18,16,13,154.0,8168000000,39985000000.0,-1401000000,12776000000,4315000000.0,2690000000.0,106000000000.0,34857000000.0,18348000000,53020000000.0,53112000000.0,106000000000.0,47267000000.0,-24717000000.0,2012.0,2.03,3038423645.0,67,17
1100,MRK,31-12-2013,13347000000.0,436000000,-411000000,9,-1548000000,40508000000.0,98.0,15621000000.0,-365000000,1788000000.0,16954000000.0,200.0,0,6776000000,6988000000,5545000000,5545000000,-346000000,0,14973000000.0,12301000000.0,61,27079000000.0,1028000000,23801000000.0,0,6226000000,-1343000000.0,-1428000000,20539000000.0,9770000000.0,2561000000,0,4533000000,2170000000,11654000000.0,-5990000000.0,-3148000000.0,4404000000,943000000,4404000000,4404000000,11973000000,1709000000,5956000000,14,9115000000.0,0,0.0,-2197000000,60000000,-257000000,8136000000.0,563000000,0,13,11,10,165.0,7503000000,39257000000.0,-5426000000,11911000000,4521000000.0,1865000000.0,106000000000.0,35685000000.0,17868000000,49765000000.0,55880000000.0,106000000000.0,44033000000.0,-29591000000.0,2013.0,1.49,2955704698.0,31,31
1101,MRK,31-12-2014,15693000000.0,-554000000,11613000000,25,-1317000000,40423000000.0,85.0,7441000000.0,79000000,1788000000.0,16768000000.0,177.0,0,4467000000,6691000000,17283000000,17283000000,-553000000,0,13136000000.0,12992000000.0,60,25469000000.0,5349000000,20386000000.0,0,5571000000,-9635000000.0,2397000000,18699000000.0,13515000000.0,144000000,0,-3931000000,-8180000000,7860000000.0,-15113000000.0,-374000000.0,11920000000,-12589000000,11920000000,11920000000,6626000000,1013000000,5670000000,13,5533000000.0,4689000000,0.0,-4323000000,208000000,10578000000,7813000000.0,-98000000,0,41,36,28,147.0,7180000000,46021000000.0,-6220000000,11606000000,2704000000.0,8278000000.0,98167000000.0,32605000000.0,18397000000,48647000000.0,49520000000.0,98167000000.0,42237000000.0,-35262000000.0,2014.0,4.12,2893203884.0,12,12
1102,MRK,31-12-2015,16618000000.0,-480000000,-1527000000,10,-1283000000,40222000000.0,70.0,8524000000.0,805000000,1788000000.0,14934000000.0,155.0,0,6535000000,6375000000,5401000000,5401000000,-1310000000,0,12507000000.0,17723000000.0,62,24564000000.0,942000000,22602000000.0,0,4700000000,3871000000.0,-588000000,23929000000.0,13039000000.0,91000000,0,3492000000,1083000000,12421000000.0,-5270000000.0,-4758000000.0,4442000000,1855000000,4442000000,4442000000,6484000000,619000000,6928000000,18,6144000000.0,5153000000,0.0,-4148000000,56000000,-7346000000,7345000000.0,-5000000,0,14,12,11,131.0,6704000000,45348000000.0,-3701000000,10313000000,2585000000.0,4903000000.0,102000000000.0,29764000000.0,19203000000,44676000000.0,57103000000.0,102000000000.0,39498000000.0,-38534000000.0,2015.0,1.58,2811392405.0,24,24
1103,MRO,31-12-2012,4524000000.0,-481000000,150000000,9,-4361000000,6616000000.0,13.0,684000000.0,-24000000,770000000.0,2079000000.0,74.0,0,2825000000,2008000000,3104000000,3104000000,13000000,370000000,28272000000.0,525000000.0,83,9887000000.0,2248000000,0.0,0,361000000,-976000000.0,-102000000,6512000000.0,1279000000.0,0,0,2031000000,191000000,4017000000.0,1600000000.0,-5439000000.0,1582000000,1063000000,1582000000,856000000,2418000000,1056000000,2806000000,23,1468000000.0,299000000,173000000.0,-433000000,49000000,-102000000,2605000000.0,-29000000,2008000000,26,17,13,67.0,0,13890000000.0,0,4017000000,384000000.0,0.0,35306000000.0,3762000000.0,5081000000,18283000000.0,17023000000.0,35306000000.0,11966000000.0,-2560000000.0,2012.0,2.24,706250000.0,5,5
1104,MRO,31-12-2013,3891000000.0,217000000,35000000,9,-4443000000,6592000000.0,6.0,264000000.0,-19000000,770000000.0,2156000000.0,69.0,0,2936000000,2500000000,2393000000,2393000000,-7000000,423000000,28145000000.0,499000000.0,81,9169000000.0,1462000000,0.0,0,364000000,-13000000.0,-208000000,6394000000.0,1201000000.0,0,0,-247000000,-420000000,5270000000.0,-1162000000.0,-4521000000.0,1753000000,928000000,1753000000,931000000,2134000000,987000000,2213000000,20,2800000000.0,213000000,239000000.0,-250000000,93000000,-65000000,2613000000.0,99000000,2500000000,21,12,15,60.0,0,15135000000.0,-500000000,3469000000,203000000.0,0.0,35620000000.0,2975000000.0,4333000000,19344000000.0,16276000000.0,35620000000.0,11325000000.0,-2903000000.0,2013.0,2.49,704016064.3,27,27
1105,MRO,31-12-2014,3021000000.0,119000000,-12000000,14,-5160000000,6531000000.0,55.0,2398000000.0,-11000000,770000000.0,2246000000.0,105.0,0,2774000000,2861000000,1361000000,1361000000,-14000000,424000000,29040000000.0,459000000.0,79,8600000000.0,392000000,0.0,0,357000000,40000000.0,-33000000,5295000000.0,1113000000.0,0,0,-203000000,2134000000,5487000000.0,-1593000000.0,-1746000000.0,3046000000,-400000000,3046000000,969000000,1729000000,925000000,1187000000,11,778000000.0,109000000,290000000.0,-277000000,153000000,3374000000,2515000000.0,-95000000,2861000000,13,6,28,97.0,0,17638000000.0,-1000000000,3627000000,1068000000.0,0.0,35983000000.0,4593000000.0,4379000000,21020000000.0,14963000000.0,35983000000.0,10846000000.0,-3642000000.0,2014.0,4.48,679910714.3,20,20
1106,MRO,31-12-2015,1578000000.0,817000000,194000000,12,-3476000000,6498000000.0,71.0,1221000000.0,36000000,770000000.0,1694000000.0,150.0,0,2749000000,2957000000,-2958000000,-2958000000,-2000000,145000000,27061000000.0,115000000.0,69,3828000000.0,-754000000,0.0,0,313000000,77000000.0,-965000000,7276000000.0,1003000000.0,0,0,908000000,-1177000000,1565000000.0,462000000.0,-3202000000.0,-2204000000,1074000000,-2204000000,-2204000000,912000000,2070000000,-3030000000,55,1542000000.0,144000000,150000000.0,-135000000,14000000,197000000,2004000000.0,-150000000,2957000000,54,16,40,132.0,0,14974000000.0,0,1831000000,1000000.0,0.0,32311000000.0,2590000000.0,1729000000,18553000000.0,13758000000.0,32311000000.0,5522000000.0,-3554000000.0,2015.0,-3.26,676073619.6,68,18
1108,MSFT,30-06-2014,13569000000.0,-1120000000,61000000,25,-5485000000,0.0,188.0,8669000000.0,-161000000,68366000000.0,27078000000.0,250.0,0,4736000000,5212000000,27820000000,27820000000,-139000000,0,13011000000.0,20127000000.0,69,59755000000.0,5746000000,6981000000.0,0,2660000000,-7324000000.0,2562000000,20645000000.0,14597000000.0,0,0,6962000000,4865000000,32502000000.0,-8665000000.0,-18833000000.0,22074000000,4592000000,22074000000,22074000000,21485000000,127000000,27759000000,32,3422000000.0,4392000000,30056000000.0,3708000000,-39000000,-6024000000,11594000000.0,-657000000,0,32,31,25,245.0,11381000000,17710000000.0,-6709000000,20488000000,2000000000.0,77040000000.0,172000000000.0,114000000000.0,45625000000,89784000000.0,82600000000.0,172000000000.0,86833000000.0,0.0,2014.0,2.66,8298496241.0,42,42
